words,links,capital_words,spam_word_count,is_spam
182,1,1,1,0
768,7,19,3,1
342,1,2,0,0
714,2,16,9,1
758,7,28,0,1
638,9,1,6,1
118,9,10,5,1
31,0,3,2,0
673,1,19,3,1
119,0,2,0,0
996,8,7,7,1
290,1,7,1,0
193,1,1,1,0
149,1,0,1,0
210,2,1,0,0
782,1,14,5,1
482,2,0,2,0
86,2,3,1,0
70,7,1,8,1
776,10,9,3,1
47,1,8,1,0
778,4,28,6,1
145,1,3,0,0
880,5,22,5,1
76,4,8,8,1
275,0,1,0,0
677,7,28,7,1
153,0,3,1,0
217,2,10,0,0
838,2,6,9,1
162,3,3,5,0
177,6,20,3,1
156,1,0,1,0
234,4,29,5,1
85,6,4,3,1
835,5,18,10,1
273,4,6,8,1
464,7,9,9,1
967,3,28,3,1
126,2,0,2,0
293,1,2,1,0
242,0,0,2,0
265,3,3,2,0
850,6,4,3,1
515,3,2,3,1
197,0,1,6,0
41,0,1,2,0
139,1,0,3,0
124,9,7,5,1
290,3,2,2,0
299,0,2,0,0
352,4,15,4,1
64,1,2,0,0
91,3,0,5,0
287,1,3,1,0
565,10,14,10,1
871,3,10,8,1
114,7,11,3,1
170,5,1,0,0
174,2,2,3,0
337,0,9,0,0
588,7,12,4,1
863,2,22,10,1
114,8,0,3,1
526,8,23,9,1
43,0,5,1,0
282,1,0,0,0
241,1,10,1,0
990,3,6,5,1
191,0,3,2,0
533,2,5,4,1
55,7,22,10,1
25,0,2,0,0
206,4,20,6,1
128,2,1,3,1
167,0,2,1,0
928,9,5,4,1
279,2,0,2,0
456,0,5,1,0
158,10,26,4,1
245,2,2,2,0
292,1,2,1,0
213,0,1,5,1
912,9,5,9,1
439,3,27,9,1
47,1,1,0,0
240,0,3,5,0
206,3,1,1,0
125,6,24,5,1
47,2,0,2,0
224,1,1,3,0
203,2,24,2,1
187,4,18,3,1
302,2,2,2,0
784,4,12,10,1
288,0,3,1,0
260,3,2,1,0
243,8,30,7,1
383,0,19,4,1
199,2,8,2,0
465,6,12,6,1
27,1,6,2,0
233,1,0,1,0
446,0,4,2,0
109,2,17,6,1
616,7,5,4,1
269,2,0,5,0
201,2,1,2,0
152,2,1,2,0
295,0,3,1,0
699,4,11,10,1
385,2,1,2,0
384,1,12,6,1
283,2,3,5,0
130,0,0,0,0
278,4,1,3,0
371,2,9,5,1
184,2,0,0,0
125,5,8,3,1
960,1,5,3,1
226,2,3,2,0
180,3,30,5,1
56,0,3,2,0
173,5,1,2,0
843,5,8,5,1
318,2,19,10,1
245,0,2,3,0
602,10,16,6,1
35,2,2,5,0
163,2,0,0,0
480,3,11,1,1
909,8,13,7,1
643,5,27,6,1
118,1,7,0,0
297,2,0,1,0
243,2,0,1,0
870,7,1,10,1
204,1,0,6,0
402,3,4,10,1
266,1,1,0,0
529,3,0,8,1
255,1,1,0,0
161,5,5,0,0
239,2,2,2,0
794,2,6,9,1
90,8,23,6,1
151,2,2,4,0
73,0,0,0,0
381,3,24,3,1
176,5,4,4,1
899,2,21,7,1
261,6,5,5,1
426,1,3,1,0
442,4,2,10,1
685,3,24,10,1
488,2,0,1,0
275,2,26,7,1
189,5,5,7,1
37,0,2,0,0
301,9,6,7,1
277,3,0,1,0
237,1,9,2,0
941,9,8,0,1
142,0,1,10,1
246,2,2,0,0
157,2,13,5,1
438,7,5,6,1
266,3,15,6,1
313,10,28,10,1
105,1,2,1,0
128,0,0,0,0
237,1,1,1,0
211,4,1,0,0
922,6,7,10,1
119,8,24,8,1
351,4,27,2,1
251,2,2,2,0
144,0,8,2,0
208,1,5,2,0
661,4,21,4,1
314,2,8,0,0
644,2,23,6,1
251,3,27,6,1
989,10,6,2,1
26,0,0,0,0
61,8,7,4,1
193,2,2,1,0
162,4,25,6,1
867,8,26,10,1
735,7,30,1,1
171,0,1,0,0
89,4,2,2,0
47,0,0,1,0
242,1,2,1,0
96,0,3,1,0
278,2,3,0,0
656,7,29,5,1
478,0,9,9,1
265,0,4,3,0
366,3,0,5,1
865,2,27,7,1
179,4,13,10,1
243,1,1,0,0
855,2,15,3,1
148,2,9,5,1
87,0,3,2,0
638,10,20,2,1
207,0,0,2,0
243,10,23,7,1
211,1,0,2,0
289,1,2,0,0
117,2,29,9,1
170,2,0,0,0
476,2,3,3,0
226,3,19,4,1
171,1,0,1,0
80,0,2,6,0
210,3,5,9,1
343,0,2,1,0
92,3,17,5,1
150,0,1,1,0
811,8,27,10,1
359,9,2,6,1
41,1,3,3,0
78,8,17,10,1
216,1,1,2,0
123,2,2,0,0
33,1,2,2,0
121,3,3,5,1
791,9,27,6,1
199,2,14,6,1
57,1,2,0,0
824,1,0,8,1
165,1,1,2,0
375,1,6,1,0
121,5,3,0,0
718,6,8,4,1
281,1,2,0,0
538,2,16,0,1
451,2,5,3,1
159,6,19,7,1
614,4,28,0,1
279,0,3,1,0
177,10,11,7,1
782,6,6,8,1
520,3,24,0,1
331,0,3,2,0
186,5,5,9,1
121,7,29,3,1
32,0,4,2,0
218,1,6,2,0
249,9,4,6,1
151,0,0,2,0
220,2,1,1,0
32,1,2,0,0
277,8,15,3,1
184,0,1,3,0
435,9,6,5,1
330,1,3,3,1
100,7,21,6,1
210,0,1,1,0
301,10,30,3,1
296,2,28,9,1
581,4,0,1,1
82,3,17,6,1
670,2,13,10,1
150,2,10,1,0
943,7,30,4,1
81,2,1,2,0
195,2,1,1,0
167,2,17,6,1
129,1,1,2,0
682,3,13,10,1
871,8,5,4,1
151,1,2,6,0
122,4,20,8,1
223,0,0,1,0
107,0,2,0,0
217,8,0,10,1
182,2,0,5,0
658,3,16,10,1
323,9,20,7,1
620,6,8,0,1
580,3,26,3,1
231,4,2,2,0
81,1,8,0,0
208,0,3,3,0
93,2,1,2,0
632,4,24,4,1
973,5,21,8,1
689,10,27,9,1
923,6,19,9,1
301,1,9,2,0
59,1,0,1,0
192,0,17,7,1
888,2,10,0,1
157,2,0,2,0
215,1,5,2,0
152,2,23,10,1
613,2,10,9,1
788,7,25,10,1
290,1,2,2,0
636,9,9,6,1
130,6,23,4,1
877,9,20,5,1
226,1,2,2,0
220,1,0,0,0
671,7,7,9,1
109,1,3,0,0
825,6,21,8,1
225,3,2,1,0
220,2,1,1,0
221,1,0,0,0
355,5,13,4,1
874,6,25,4,1
178,0,9,6,0
110,4,29,8,1
233,5,0,0,0
103,1,3,1,0
153,5,0,0,0
549,1,18,7,1
114,4,6,7,1
786,8,9,0,1
57,5,12,7,1
839,2,7,9,1
51,2,24,3,1
908,2,27,9,1
87,0,0,1,0
145,1,3,2,0
258,2,2,4,0
294,2,3,5,0
336,0,22,3,1
156,2,2,5,0
113,10,9,6,1
193,6,1,8,1
89,1,2,1,0
80,1,3,2,0
515,3,9,1,1
593,5,3,10,1
72,2,1,2,0
214,2,3,0,0
130,3,13,5,1
470,3,22,10,1
42,2,1,0,0
426,0,2,1,0
37,2,2,2,0
170,2,2,2,0
284,9,26,0,1
74,0,2,0,0
121,1,2,3,0
62,1,5,1,0
51,7,9,9,1
273,2,3,1,0
108,0,1,6,0
55,3,2,10,1
351,10,7,4,1
397,1,1,2,0
569,10,30,8,1
134,2,3,2,0
541,7,1,3,1
51,1,2,0,0
209,3,3,3,0
156,1,0,2,0
357,6,15,7,1
343,0,30,10,1
28,1,2,0,0
190,3,26,2,1
137,2,30,10,1
992,2,7,1,1
25,0,2,0,0
961,9,30,6,1
759,8,11,8,1
428,9,5,2,1
375,3,23,9,1
405,1,1,2,0
286,4,3,2,0
236,1,10,2,0
427,3,3,0,0
245,4,16,0,1
530,10,21,7,1
202,1,5,3,0
347,0,3,1,0
49,0,8,1,0
273,2,3,2,0
149,2,0,1,0
120,0,17,6,1
85,0,3,1,0
138,6,13,5,1
333,10,7,10,1
836,1,0,7,1
207,0,3,1,0
78,1,1,2,0
187,4,28,9,1
257,0,2,0,0
748,10,17,1,1
983,5,4,7,1
166,2,5,4,1
943,10,24,9,1
62,7,21,7,1
70,9,17,1,1
153,2,10,5,0
278,2,0,0,0
41,2,0,2,0
344,9,1,1,1
732,10,18,8,1
738,4,28,7,1
706,4,6,7,1
290,0,0,2,0
252,0,0,1,0
123,3,4,7,1
868,10,16,5,1
132,0,1,0,0
340,2,9,8,1
395,1,3,4,0
134,8,21,1,1
184,2,10,2,0
153,0,3,2,0
213,2,8,1,0
101,1,0,0,0
187,0,2,2,0
956,9,10,10,1
24,4,0,5,0
671,6,18,0,1
198,6,19,1,1
253,0,2,5,0
400,0,10,0,0
255,10,7,10,1
281,2,1,1,0
567,3,1,9,1
125,2,3,6,0
788,3,0,8,1
179,2,20,0,1
394,1,2,2,0
131,0,3,2,0
182,2,5,2,0
87,0,3,1,0
211,1,0,5,0
333,2,2,4,0
123,2,6,1,0
493,3,1,4,0
459,1,0,2,0
254,4,18,9,1
121,10,23,7,1
158,0,0,5,0
127,5,23,10,1
859,8,15,0,1
338,6,25,4,1
139,3,21,4,1
388,5,17,5,1
195,0,7,1,0
288,4,0,4,0
846,3,16,5,1
210,5,2,1,0
777,3,28,3,1
304,10,12,5,1
953,8,9,4,1
275,1,1,2,0
138,9,5,9,1
775,10,1,3,1
40,2,8,1,0
110,1,2,0,0
406,6,13,1,1
443,1,28,6,1
105,7,21,3,1
385,3,25,8,1
200,4,0,2,0
350,8,29,6,1
255,1,2,0,0
263,1,3,1,0
308,3,19,3,1
423,1,0,0,0
122,1,1,1,0
67,7,22,9,1
624,9,11,9,1
343,4,13,7,1
32,0,3,1,0
933,2,7,3,1
161,4,4,1,1
170,2,2,2,0
79,1,0,2,0
888,2,8,5,1
174,4,14,8,1
173,10,22,8,1
158,6,20,10,1
174,0,4,2,0
97,0,3,0,0
108,1,4,0,0
975,8,20,5,1
490,5,7,7,1
291,3,0,6,0
164,1,1,0,0
157,3,13,9,1
219,0,0,0,0
168,3,18,7,1
679,10,7,6,1
283,3,11,9,1
74,0,2,0,0
448,2,10,4,0
667,1,1,7,1
188,2,22,6,1
39,4,0,1,0
116,9,28,9,1
318,4,25,6,1
615,9,12,4,1
302,0,11,7,1
816,7,20,10,1
115,1,2,0,0
416,3,5,8,1
853,10,18,3,1
419,1,2,0,0
142,0,0,2,0
28,1,2,2,0
273,0,1,2,0
103,0,0,1,0
335,8,20,1,1
359,2,1,0,0
189,1,2,1,0
163,0,3,4,0
201,2,9,2,0
125,1,0,0,0
694,7,25,10,1
716,3,28,1,1
403,0,2,0,0
83,10,5,4,1
694,5,11,1,1
577,4,27,9,1
185,0,2,2,0
86,0,5,0,0
583,4,19,4,1
707,3,23,8,1
383,4,2,2,0
58,4,3,2,0
88,2,27,7,1
917,6,2,3,1
884,9,30,10,1
69,0,3,1,0
43,0,0,0,0
867,1,3,4,1
878,5,4,5,1
126,1,2,1,0
408,0,24,8,1
142,9,3,5,1
281,0,30,4,1
218,1,2,2,0
954,9,8,6,1
116,2,5,0,0
231,4,3,2,0
38,1,2,1,0
206,1,0,1,0
109,1,1,1,0
965,1,11,6,1
277,2,8,1,0
80,0,2,2,0
637,4,7,9,1
51,2,4,2,0
312,3,3,2,0
733,7,9,9,1
784,4,19,9,1
691,7,26,10,1
180,2,0,1,0
714,10,19,3,1
94,1,2,0,0
45,0,4,1,0
84,3,7,2,0
543,1,4,10,1
253,2,0,1,0
79,0,2,0,0
273,2,2,5,0
410,5,0,10,1
198,3,22,10,1
274,0,3,1,0
328,10,1,4,1
335,2,1,1,0
579,3,9,7,1
434,8,20,9,1
149,2,0,0,0
458,9,16,5,1
870,3,20,3,1
211,1,2,4,0
242,0,1,1,0
687,3,13,1,1
57,5,16,6,1
286,3,2,2,0
159,2,6,8,1
499,2,19,4,1
186,2,5,6,1
217,7,23,7,1
158,2,2,1,0
74,2,3,0,0
672,5,23,4,1
926,3,22,5,1
461,1,2,0,0
22,2,0,2,0
273,2,26,6,1
94,1,3,0,0
132,5,3,1,0
836,3,6,3,1
101,9,16,3,1
249,0,3,2,0
618,4,1,6,1
247,2,0,1,0
165,1,2,0,0
542,2,22,3,1
247,0,2,5,0
646,4,5,7,1
20,2,3,0,0
123,0,0,2,0
256,0,1,1,0
297,1,8,2,0
54,7,14,4,1
270,2,5,2,1
141,0,12,4,1
269,3,0,2,0
29,0,2,0,0
595,3,30,6,1
195,5,23,2,1
35,0,2,1,0
80,2,0,2,0
493,3,0,2,0
23,4,2,6,0
76,1,3,2,0
479,1,0,1,0
111,1,1,1,0
273,0,0,2,0
513,4,4,1,1
86,0,0,1,0
380,2,5,2,0
106,2,0,6,0
186,2,1,1,0
744,6,2,3,1
136,9,10,3,1
126,0,13,10,1
57,8,15,6,1
305,8,12,4,1
102,4,27,10,1
274,1,3,1,0
443,0,3,1,0
240,0,0,2,0
431,1,18,10,1
190,4,5,3,1
935,5,28,6,1
98,2,0,2,0
670,2,16,2,1
98,2,2,0,0
188,0,0,2,0
154,4,28,7,1
700,6,22,4,1
91,0,3,0,0
242,2,3,0,0
399,5,23,5,1
150,5,3,2,0
946,7,16,10,1
750,8,5,10,1
413,8,28,4,1
553,3,9,10,1
475,5,8,3,1
611,4,21,5,1
849,2,10,5,1
165,0,1,1,0
825,5,5,0,1
162,0,3,1,0
30,0,1,1,0
162,2,4,0,0
250,5,5,2,0
818,4,11,4,1
271,2,2,0,0
56,2,0,0,0
122,9,5,9,1
145,1,5,5,0
28,4,0,0,0
354,2,2,1,0
22,1,3,4,0
820,3,20,6,1
156,2,2,1,0
414,5,2,7,1
767,5,4,6,1
728,6,5,9,1
81,0,2,2,0
46,1,0,2,0
215,2,0,1,0
211,1,2,2,0
555,2,17,3,1
483,0,15,7,1
92,0,1,2,0
79,0,8,6,0
75,0,0,2,0
192,10,23,6,1
60,3,1,9,1
676,4,9,4,1
297,0,1,2,0
64,1,5,2,0
293,10,19,2,1
295,2,1,1,0
875,2,21,7,1
263,0,3,2,0
103,2,2,2,0
274,0,1,1,0
649,6,2,0,1
87,0,3,0,0
248,4,10,1,0
731,10,3,0,1
27,4,2,4,0
944,3,23,7,1
224,5,3,1,0
66,2,0,6,0
527,4,20,9,1
472,9,20,1,1
197,0,0,1,0
78,6,5,10,1
223,1,3,1,0
369,2,4,6,0
223,0,0,2,0
198,5,27,0,1
106,0,3,0,0
188,1,0,2,0
239,2,7,2,0
766,10,11,10,1
495,10,30,10,1
107,1,0,2,0
99,4,2,0,0
175,1,3,1,0
554,5,7,6,1
36,2,1,0,0
223,1,6,3,0
433,1,2,2,0
422,5,23,7,1
81,0,0,1,0
133,0,10,2,0
192,9,5,10,1
220,4,3,1,0
72,7,7,1,1
174,1,2,3,0
165,1,10,1,0
262,1,2,0,0
147,0,2,0,0
442,0,23,5,1
170,2,11,10,1
146,5,10,5,0
190,2,27,9,1
27,1,2,2,0
613,2,13,5,1
272,5,20,5,1
216,1,0,1,0
32,1,3,1,0
279,2,2,5,0
521,1,5,9,1
255,2,0,0,0
194,2,3,3,0
298,0,1,1,0
151,1,0,6,0
236,0,2,0,0
77,7,4,1,1
469,0,10,3,1
129,1,3,4,0
395,5,3,10,1
873,0,17,8,1
792,2,18,3,1
26,0,6,3,0
174,10,18,7,1
209,0,2,1,0
611,4,22,4,1
140,1,3,4,0
288,5,3,0,0
717,5,30,4,1
592,9,26,6,1
118,1,3,0,0
156,2,2,1,0
83,8,14,8,1
176,2,1,2,0
664,10,6,7,1
130,1,3,2,0
498,8,17,10,1
981,3,13,7,1
210,3,2,2,0
55,4,10,10,1
202,0,2,0,0
159,2,3,0,0
113,6,18,3,1
191,2,1,4,1
379,3,14,10,1
274,4,0,2,0
96,2,3,2,0
731,10,0,8,1
44,2,2,0,0
138,2,3,7,1
149,3,30,2,1
159,1,1,1,0
940,2,9,2,1
246,9,19,3,1
184,2,4,1,0
769,3,2,6,1
115,1,3,1,0
270,4,1,1,0
383,8,0,0,1
764,6,14,10,1
962,2,19,8,1
253,2,0,0,0
392,7,10,2,1
57,2,0,4,0
142,2,1,0,0
244,2,2,2,0
515,7,29,2,1
878,7,25,3,1
197,9,6,3,1
400,3,29,8,1
599,7,9,9,1
127,2,10,1,0
33,0,1,1,0
107,10,11,1,1
317,0,5,0,0
177,2,3,1,0
768,9,4,2,1
265,4,2,0,0
253,1,0,2,0
49,1,2,1,0
715,8,14,7,1
616,4,30,5,1
119,2,3,1,0
278,10,11,6,1
284,2,6,1,0
140,2,0,1,0
140,5,5,8,1
988,8,16,2,1
865,5,7,3,1
277,0,1,1,0
227,2,0,2,0
288,3,1,1,0
95,5,1,0,0
292,2,0,5,0
434,0,1,4,0
958,8,11,2,1
259,1,7,2,0
284,2,3,4,0
60,1,0,0,0
299,0,8,0,0
218,2,3,1,0
734,3,22,8,1
45,2,1,5,0
151,2,1,0,0
334,3,27,6,1
802,4,10,4,1
115,6,4,3,1
138,5,8,7,1
759,2,1,2,1
213,2,10,4,0
623,3,7,2,1
528,2,12,0,1
749,8,26,9,1
438,4,1,0,0
159,3,0,2,0
391,2,2,6,0
108,10,20,5,1
600,5,24,8,1
187,0,2,0,0
149,6,25,5,1
429,1,3,4,0
101,1,2,2,0
121,1,3,6,0
66,1,10,2,0
114,1,20,3,1
299,5,27,10,1
179,4,1,2,0
696,4,3,3,1
57,1,1,2,0
356,10,17,4,1
200,2,2,5,0
164,3,0,2,0
156,1,1,1,0
223,1,0,5,0
196,0,1,0,0
186,0,4,0,0
220,2,2,1,0
273,2,0,0,0
270,2,3,1,0
280,0,2,6,0
174,4,0,1,0
686,8,14,10,1
53,2,2,2,0
108,0,0,9,1
82,0,2,1,0
789,10,8,9,1
723,8,30,6,1
237,1,4,3,1
121,0,17,4,1
110,5,0,2,0
29,4,3,5,0
427,2,2,1,0
78,2,0,1,0
897,7,4,10,1
777,2,5,4,1
69,3,29,3,1
408,1,0,1,0
229,3,24,6,1
106,7,11,1,1
195,2,0,1,0
283,1,1,1,0
166,0,9,0,0
124,1,2,1,0
296,2,8,1,0
112,1,2,0,0
243,1,5,2,0
112,1,0,6,0
65,7,28,10,1
50,9,7,5,1
119,0,27,7,1
169,9,12,8,1
961,7,1,4,1
210,2,6,3,1
293,1,3,0,0
239,1,0,3,0
477,2,29,3,1
280,1,0,1,0
891,9,28,0,1
65,1,2,1,0
417,4,4,8,1
405,7,17,8,1
281,2,7,2,0
64,0,0,2,0
160,8,6,1,1
394,3,22,0,1
168,2,1,4,0
790,3,24,0,1
324,8,19,10,1
190,6,13,6,1
714,4,20,9,1
595,0,27,6,1
768,5,18,3,1
202,2,3,0,0
198,1,3,9,1
169,0,2,1,0
76,1,2,0,0
82,2,2,1,0
119,9,9,10,1
59,2,0,0,0
291,1,3,1,0
89,1,3,2,0
178,0,9,3,0
207,2,9,2,0
314,9,7,4,1
868,9,14,5,1
272,0,1,2,0
312,2,2,2,0
197,3,3,2,0
615,2,14,4,1
301,8,23,10,1
688,7,29,3,1
502,2,4,5,1
178,2,1,2,0
273,1,1,2,0
166,4,1,2,0
432,9,29,10,1
129,2,0,1,0
895,5,21,4,1
359,0,0,0,1
160,1,2,2,0
53,2,0,2,0
106,2,5,10,1
202,1,1,2,0
159,0,0,0,0
252,2,26,6,1
158,2,1,2,0
753,4,0,2,1
138,0,10,9,1
612,6,9,0,1
259,0,3,1,0
487,2,0,0,0
74,1,1,1,0
857,7,6,9,1
805,3,30,0,1
962,10,8,3,1
36,2,1,3,0
30,1,2,2,0
95,5,3,7,1
420,2,20,5,1
260,1,1,1,0
432,2,2,4,0
744,2,23,0,1
389,1,27,2,1
140,8,26,8,1
487,0,2,1,0
275,0,0,3,0
598,9,20,6,1
288,5,1,2,0
241,2,5,4,1
369,6,9,8,1
272,10,8,4,1
175,5,6,9,1
141,2,2,1,0
65,6,16,10,1
693,9,26,2,1
51,5,7,2,0
144,6,8,4,1
791,2,30,1,1
317,3,24,3,1
126,1,3,0,0
916,6,22,7,1
816,0,28,10,1
58,2,2,6,0
75,0,2,10,1
262,1,0,0,0
379,0,3,2,0
838,2,2,3,1
863,10,0,7,1
724,5,3,5,1
295,3,1,2,0
757,7,19,6,1
102,6,19,7,1
232,1,2,1,0
429,0,3,2,0
90,2,21,6,1
29,0,1,2,0
256,2,8,10,1
294,0,2,6,0
171,0,3,1,0
199,5,17,2,1
165,4,3,1,0
130,2,1,6,0
254,1,2,2,0
145,6,17,7,1
316,2,13,8,1
174,0,3,6,0
213,2,3,3,0
850,6,22,10,1
83,4,2,1,0
739,2,23,10,1
192,7,17,9,1
898,10,25,3,1
175,1,13,6,1
90,0,2,2,0
260,2,7,1,0
517,6,19,4,1
181,0,4,1,0
127,2,15,7,1
161,6,22,3,1
131,10,16,7,1
284,9,26,6,1
580,9,26,4,1
612,7,16,0,1
430,7,5,9,1
267,0,3,6,0
794,0,27,6,1
953,10,29,7,1
438,1,3,5,0
258,2,1,4,1
243,2,2,2,0
43,0,1,1,0
172,0,1,2,0
118,8,3,0,1
66,3,18,8,1
157,2,24,6,1
180,0,8,4,1
530,10,11,9,1
282,1,1,0,0
134,4,15,7,1
21,2,1,1,0
638,2,13,10,1
297,5,2,0,0
158,3,0,1,0
258,1,1,1,0
212,0,4,0,0
584,9,12,1,1
493,9,6,9,1
195,2,3,0,0
521,4,14,8,1
458,6,5,6,1
405,10,14,5,1
220,3,13,3,1
79,4,0,2,0
148,2,1,1,0
317,0,1,1,0
139,6,3,7,1
142,5,4,2,1
81,0,9,1,0
164,7,10,6,1
155,4,15,10,1
75,1,0,2,0
56,2,2,1,0
63,1,2,0,0
60,6,7,8,1
379,1,0,0,0
841,2,28,8,1
237,0,6,0,0
958,2,19,4,1
244,3,1,2,0
468,1,4,1,0
366,0,5,0,0
232,1,0,1,0
121,7,5,8,1
629,9,21,1,1
294,2,3,3,0
260,0,3,5,0
390,7,26,5,1
210,4,0,1,0
129,1,8,2,0
858,5,12,3,1
290,2,2,2,0
88,3,2,2,0
282,4,26,6,1
327,9,11,9,1
234,1,0,5,0
245,5,6,7,1
87,2,2,1,0
239,1,0,2,0
82,0,24,6,1
169,2,0,2,0
